OBJECTID,SPECIES,TAXONNAME,OLDTAXONNAME,COMMONNAME,FAMILY,ORDER,CLASS,PHYLUM,COMMONFAMILY,COMMONFAMILYALL,LW_A,LW_B,LENTYP,SLTLRAT,FLTLRAT,TROPHIC,TROPHIC_SIMPLE,TROPHIC_MONREP,SPPLEVELID,TARGETED,TOWSPECIES,SHAPE,NUM,R_VALUE,LMAX,L_PACIFIC_AVG,COUNTMAX,PERC_ERROR,SOURCE,ARCTAXONNAME,ALLEN_BOOK_PAGE_FRAME,JOHNSTON,WAKE,MARIANAS,SAMOA,HAWAII,HOW_BAK,PAL_KIN,JARVIS,COMMENT_RANGE,TROPHICLEVEL,LENGTH_CONVERSION_FACTOR,CREATE_DTM,CREATED_BY,LAST_MOD_DTM,LAST_MOD_BY,FISHBASE_,GENERA_SAMOA_BOOKLET,KINGDOM,GENUS,TAXONOMIC_NOTES,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,HYBRID,VARIANT,SCIENTIFIC_NAME,TIMOR
6248,MUVA,Mulloidichthys vanicolensis,,Yellowfin goatfish,Mullidae,Perciformes,Actinopterygii,Chordata,Goatfish,Goatfish,0.0099,3.015,TL,1,,MI,LowCarn,SECONDARY,-1,-1,0,,,,38,21,50,,FB,Mulloidichthys_vanicolensis,396-3,-1,-1,-1,-1,-1,-1,-1,-1,Needs confirmation at Jarvis,3.6,1,,,4/30/2014 2:43 PM,TKANEMURA,Mulloidichthys vanicolensis #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5984#,Mulloidichthys,Animalia,Mulloidichthys,,218648,"(Valenciennes, 1831)",Species,"Bailly, N. (2010). Mulloidichthys vanicolensis (Valenciennes, 1831). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218648 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Mullidae (Family) > Mulloidichthys (Genus) > Mulloidichthys vanicolensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218648,,,Mulloidichthys vanicolensis,-1
6111,GOCI,Gobiodon citrinus,,Poison goby,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0577,2.439,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,6.6,,,,FishBase,,324-01,0,0,-1,-1,0,0,0,0,,3.3,1,,,4/30/2014 2:43 PM,TKANEMURA,Gobiodon citrinus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=7789#,,Animalia,Gobiodon,,219479,"(Rüppell, 1838)",Species,"Bailly, N. (2010). Gobiodon citrinus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219479 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Gobiodon (Genus) > Gobiodon citrinus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219479,,,Gobiodon citrinus,0
5880,CARD,Apogonidae,,Apogonidae species,Apogonidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Cardinalfish,0.01545,3.12126,FL,,0.95,Pk,LowCarn,PLANKTIVORE,0,0,0,normal,1381,0,16,6,50,17,Kulbicki 2005,Apogon_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,0.95,,,4/30/2014 2:43 PM,TKANEMURA,,Apogonidae,Animalia,,,,,Family,WoRMS (2011). Apogonidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2011-07-26,,,,,,-1
5852,BOXF,Ostraciidae,,,Ostraciidae,Tetraodontiformes,Actinopterygii,Chordata,Rare_Families,Boxfish,0.08532,2.5766,FL,,1,SI,LowCarn,SECONDARY,0,0,0,odd,67,0,41,9,3,26,Kulbicki 2005,Ostraciid_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,Ostracion,Animalia,,,,,Family,WoRMS (2011). Ostraciidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=125611 on 2011-07-26,,,,,,-1
5792,ANGE,Pomacanthidae,,,Pomacanthidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Angelfish,0.05844,2.71828,FL,,1,Om,LowCarn,SECONDARY,0,0,0,compressed,232,0,36.4,10,15,15,Kulbicki 2005,Pomacanthid_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,Pomacanthidae,Animalia,,,,,Family,WoRMS (2011). Pomacanthidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=151470 on 2011-07-26,,,,,,-1
5781,AMPH,Amblygobius phalaena,,Banded goby,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.01838,2.83356999,FL,,1,H,Herb,PRIMARY,-1,0,0,normal,57,0,14,6,10,13,Kulbicki 2005,Amblygobius_phalaena,315-3,0,-1,-1,-1,0,0,-1,0,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Amblygobius phalaena #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=882&id=7198#,,Animalia,Amblygobius,,278655,"(Valenciennes, 1837)",Species,"Bailly, N. (2010). Amblygobius phalaena (Valenciennes, 1837). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278655 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Amblygobius (Genus) > Amblygobius phalaena (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278655,,,Amblygobius phalaena,-1
5782,AMRA,Amblygobius rainfordi,,Old glory,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0264,2.623,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,8.5,,10,,Kulbicki Gobiidae mean,Amblygobius_rainfordi,,0,0,0,0,0,0,0,0,,2.7,1,,,4/30/2014 2:43 PM,TKANEMURA,Amblygobius rainfordi #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5478#,,Animalia,Amblygobius,,278656,"(Whitley, 1940)",Species,"Bailly, N. (2010). Amblygobius rainfordi (Whitley, 1940). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278656 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Amblygobius (Genus) > Amblygobius rainfordi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278656,,,Amblygobius rainfordi,0
5785,AMST,Amblyeleotris steinitzi,,Steinitz' prawn-goby,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0264,2.623,FL,,1,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,13,,10,,Kulbicki Gobiidae mean,Amblyeleotris_steinitzi,,0,0,-1,-1,0,0,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Amblyeleotris steinitzi #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=7195#,,Animalia,Amblyeleotris,,209273,"(Klausewitz, 1974)",Species,"Bailly, N. (2010). Amblyeleotris steinitzi (Klausewitz, 1974). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=209273 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Amblyeleotris (Genus) > Amblyeleotris steinitzi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209273,,,Amblyeleotris steinitzi,0
5789,ANCH,Anampses chrysocephalus,,Red tail wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0226,2.793,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,20,7,20,,Kulbicki Anampses mean,Anampses_chrysocephalus,,0,0,0,0,-1,0,0,0,,3.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Anampses chrysocephalus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=4919#,Anampses,Animalia,Anampses,,279168,"Randall, 1958",Species,"Bailly, N. (2010). Anampses chrysocephalus Randall, 1958. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=279168 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Anampses (Genus) > Anampses chrysocephalus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279168,,,Anampses chrysocephalus,0
5791,ANCU,Anampses cuvier,,Pearl wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0226,2.793,FL,,1,MI,LowCarn,SECONDARY,-1,-1,0,,,,36,18,20,,Kulbicki Anampses mean,Anampses_cuvier,,-1,0,0,0,-1,0,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Anampses cuvier #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=4916#,Anampses,Animalia,Anampses,,279169,"Quoy & Gaimard, 1824",Species,"Bailly, N. (2010). Anampses cuvier Quoy & Gaimard, 1824. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=279169 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Anampses (Genus) > Anampses cuvier (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279169,,,Anampses cuvier,0
6105,GEPE,Genicanthus personatus,,Masked angelfish,Pomacanthidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Angelfish,0.0669,2.724,FL,0.9,0.97,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,25,13,15,,Kulbicki Pomacanthus sextriatus,Genicanthus_personatus,,0,0,0,0,-1,0,0,0,,2.7,0.97,,,4/30/2014 2:43 PM,TKANEMURA,Genicanthus personatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7847#,Genicanthus,Animalia,Genicanthus,,279094,"Randall, 1975",Species,"Bailly, N. (2010). Genicanthus personatus Randall, 1975. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=279094 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Pomacanthidae (Family) > Genicanthus (Genus) > Genicanthus personatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279094,,,Genicanthus personatus,0
6528,THTR,Thalassoma trilobatum,,Christmas wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0159,2.9718,TL,1,,MI,LowCarn,SECONDARY,-1,-1,0,,,,33,22,20,,FB mean for genus,Thalassoma_trilobatum,222-1,-1,-1,-1,-1,-1,-1,-1,-1,,3.6,1,,,4/30/2014 2:43 PM,TKANEMURA,Thalassoma trilobatum #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5649#,Thalassoma,Animalia,Thalassoma,,212212,"(Lacepède, 1801)",Species,"Bailly, N. (2010). Thalassoma trilobatum (Lacepède, 1801). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=212212 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Thalassoma (Genus) > Thalassoma trilobatum (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212212,,,Thalassoma trilobatum,0
6542,VAAL,Variola albimarginata,,White-edged lyretail,Serranidae,Perciformes,Actinopterygii,Chordata,Grouper,Grouper,0.02414142,3.06625252,FL,0.7,0.87,Pisc,Pisc,PISCIVORE,-1,-1,-1,,,,65,36,4,,PROXY used from Variola louti,Variola_albimarginata,,0,0,-1,-1,0,0,0,0,,4.5,0.87,,,4/30/2014 2:43 PM,TKANEMURA,Variola albimarginata #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=6478#,Variola,Animalia,Variola,,218305,"Baissac, 1953",Species,"Bailly, N. (2010). Variola albimarginata. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218305 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Serranidae (Family) > Variola (Genus) > Variola albimarginata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218305,,,Variola albimarginata,-1
5766,AENA,Aetobatus narinari,,Spotted eagle ray,Myliobatidae,Rajiformes,Chondrichthyes,Chordata,Rare_Families,Eagle Rays,0.0059,3.13,WD,1,1,MI,LowCarn,SECONDARY,-1,0,-1,,,,350,99,10,,FB,Aetobatus_narinari,457-3,0,0,0,0,0,0,0,0,,3.2,1,,,3/13/2019 10:23 AM,GISDAT,Aetobatus narinari #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=1250#,Aetobatus,Animalia,Aetobatus,WoRMS class: Elasmobranchii,217426,"(Euphrasen, 1790)",Species,"Bailly, N. (2010). Aetobatus narinari. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217426 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Elasmobranchii (Class) > Neoselachii (Subclass) > Batoidea (Infraclass) > Rajiformes (Order) > Myliobatidae (Family) > Aetobatus (Genus) > Aetobatus narinari (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217426,,,Aetobatus narinari,0
6118,GRBI,Grammatorcynus bilineatus,,Double-lined mackerel,Scombridae,Perciformes,Actinopterygii,Chordata,Rare_Families,Mackerel,0.0065,3,TL,1,,Pisc,Pisc,PISCIVORE,-1,-1,-1,,,,100,,25,,FB,Grammatorcynus_bilineatus,,0,0,-1,0,0,0,0,0,,4.2,1,,,4/30/2014 2:43 PM,TKANEMURA,Grammatorcynus bilineatus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=104#,Grammatorcynus,Animalia,Grammatorcynus,,278434,"(Rüppell, 1836)",Species,"Bailly, N. (2010). Grammatorcynus bilineatus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278434 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Scombridae (Family) > Grammatorcynus (Genus) > Grammatorcynus bilineatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278434,,,Grammatorcynus bilineatus,-1
5803,PREX,Pristiapogon exostigma,Apogon exostigma,Narrowstripe cardinalfish,Apogonidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Cardinalfish,0.01635,3.06879,FL,,0.95,Pk,LowCarn,PLANKTIVORE,-1,0,0,normal,62,0,10.3,,15,14,Kulbicki 2005,Apogon_exostigma,,0,0,-1,0,0,0,0,0,,3.7,0.95,,,12/23/2019 2:57 PM,GISDAT,Apogon exostigma #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5756#,Apogon,Animalia,Apogon,,209327,"(Jordan & Starks, 1906)",Species,"Bailly, N. (2010). Apogon exostigma. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=209327 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Apogonidae (Family) > Apogon (Genus) > Apogon exostigma (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209327,,,Apogon exostigma,0
5805,APFU,Aphareus furca,,Small toothed jobfish,Lutjanidae,Perciformes,Actinopterygii,Chordata,Snapper,Snapper,0.0105,3,TL,1,,Pisc,Pisc,PISCIVORE,-1,-1,-1,,,,70,28,50,,FB,Aphareus_furca,110-1,-1,-1,-1,-1,-1,-1,-1,-1,,4.1,1,,,4/30/2014 2:43 PM,TKANEMURA,Aphareus furca #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=81#,Aphareus,Animalia,Aphareus,,218470,"(Lacepède, 1801)",Species,"Bailly, N. (2010). Aphareus furca (Lacepède, 1801). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218470 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Lutjanidae (Family) > Aphareus (Genus) > Aphareus furca (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218470,,,Aphareus furca,-1
5807,APKA,Apogon kallopterus,,Iridescent cardinalfish,Apogonidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Cardinalfish,0.0101,3.31416,FL,,0.93,Pk,LowCarn,PLANKTIVORE,-1,0,0,normal,66,0,12,9,15,9,Kulbicki 2005,Apogon_kallopterus,,0,0,0,0,0,0,0,0,,3.5,0.93,,,3/13/2019 10:33 AM,GISDAT,Apogon kallopterus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5758#,Apogon,Animalia,Apogon,,209334,"Bleeker, 1856",Species,"Bailly, N. (2010). Apogon kallopterus Bleeker, 1856. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=209334 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Apogonidae (Family) > Apogon (Genus) > Apogon kallopterus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209334,,,Apogon kallopterus,0
5796,ANMG,Anampses meleagrides,,Spotted wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.02261,2.79271,FL,1,1,MI,LowCarn,SECONDARY,-1,-1,0,,,,22,10,20,,,Anampses_meleagrides,205-5,0,0,-1,-1,0,-1,-1,-1,,3.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Anampses meleagrides #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=4889#,Anampses,Animalia,Anampses,,218923,"Valenciennes, 1840",Species,"Bailly, N. (2010). Anampses meleagrides Valenciennes, 1840. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218923 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Anampses (Genus) > Anampses meleagrides (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218923,,,Anampses meleagrides,-1
5802,APAR,Apolemichthys arcuatus,Desmoholacanthus arcuatus,Banded angelfish,Pomacanthidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Angelfish,0.0669,2.724,FL,,1,SI,LowCarn,SECONDARY,-1,0,0,,,,18,14,15,,Kulbicki Pomacanthus sextriatus,Desmoholacanthus_arcuatus,,-1,0,0,0,-1,0,0,0,,2.9,1,,,4/30/2014 2:43 PM,TKANEMURA,Apolemichthys arcuatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7811#,Apolemichthys,Animalia,Apolemichthys,,277564,"(Gray, 1831)",Species,"Bailly, N. (2010). Apolemichthys arcuatus (Gray, 1831). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=277564 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Pomacanthidae (Family) > Apolemichthys (Genus) > Apolemichthys arcuatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277564,,,Apolemichthys arcuatus,0
6548,XACA,Xanthichthys caeruleolineatus,,Bluelined triggerfish,Balistidae,Tetraodontiformes,Actinopterygii,Chordata,Triggerfish,Triggerfish,0.019,3.078,FL,0.9,0.92,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,35,24,25,,,Xanthichthys_caeruleolineatus,407-6,0,0,-1,-1,-1,-1,-1,-1,Seen at Ofu 2008 (MON has picture),3.1,0.92,,,4/30/2014 2:43 PM,TKANEMURA,Xanthichthys caeruleolineatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=6359#,Xanthichthys,Animalia,Xanthichthys,,219898,"Randall, Matsuura & Zama, 1978",Species,"Bailly, N. (2010). Xanthichthys caeruleolineatus Randall, Matsuura & Zama, 1978. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219898 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Tetraodontiformes (Order) > Balistidae (Family) > Xanthichthys (Genus) > Xanthichthys caeruleolineatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219898,,,Xanthichthys caeruleolineatus,0
6192,LAFO,Lactoria fornasini,,Thornback cowfish,Ostraciidae,Tetraodontiformes,Actinopterygii,Chordata,Rare_Families,Boxfish,0.4029,1.928,FL,,1,SI,LowCarn,SECONDARY,-1,0,0,,,,14,8,3,,Kulbicki Lactoria mean,Lactoria_fornasini,,0,0,-1,0,-1,0,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Lactoria fornasini #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7837#,Lactoria,Animalia,Lactoria,,219902,"(Bianconi, 1846)",Species,"Bailly, N. (2010). Lactoria fornasini. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219902 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Tetraodontiformes (Order) > Ostraciidae (Family) > Lactoria (Genus) > Lactoria fornasini (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219902,,,Lactoria fornasini,0
5960,CHOX,Cheilinus oxycephalus,,Snooty wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0155,3.058,FL,1,1,MI,LowCarn,SECONDARY,-1,0,0,,,,17,10,20,,Kulbicki Cheilinus mean,Cheilinus_oxycephalus,193-6,0,0,-1,-1,0,-1,-1,0,,3.3,1,,,4/30/2014 2:43 PM,TKANEMURA,Cheilinus oxycephalus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5602#,Cheilinus,Animalia,Cheilinus,,218947,"Bleeker, 1853",Species,"Bailly, N. (2010). Cheilinus oxycephalus Bleeker, 1853. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218947 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Cheilinus (Genus) > Cheilinus oxycephalus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218947,,,Cheilinus oxycephalus,-1
6436,SCCA,Scorpaenopsis cacopsis,,Titan scorpionfish,Scorpaenidae,Scorpaeniformes,Actinopterygii,Chordata,Rare_Families,Scorpionfish,0.0246,2.908,FL,1,1,Pisc,Pisc,PISCIVORE,-1,0,-1,,,,51,29,2,,Kulbicki Scorpaenidae mean,Scorpaenopsis_cacopsis,,0,0,0,0,-1,0,0,0,,4.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Scorpaenopsis cacopsis #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=6653#,Scorpaenopsis,Animalia,Scorpaenopsis,,277519,"Jenkins, 1901",Species,"Bailly, N. (2010). Scorpaenopsis cacopsis Jenkins, 1901. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=277519 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Scorpaeniformes (Order) > Scorpaenidae (Family) > Scorpaenopsis (Genus) > Scorpaenopsis cacopsis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277519,,,Scorpaenopsis cacopsis,0
