OBJECTID,SPECIES,TAXONNAME,OLDTAXONNAME,COMMONNAME,FAMILY,ORDER,CLASS,PHYLUM,COMMONFAMILY,COMMONFAMILYALL,LW_A,LW_B,LENTYP,SLTLRAT,FLTLRAT,TROPHIC,TROPHIC_SIMPLE,TROPHIC_MONREP,SPPLEVELID,TARGETED,TOWSPECIES,SHAPE,NUM,R_VALUE,LMAX,L_PACIFIC_AVG,COUNTMAX,PERC_ERROR,SOURCE,ARCTAXONNAME,ALLEN_BOOK_PAGE_FRAME,JOHNSTON,WAKE,MARIANAS,SAMOA,HAWAII,HOW_BAK,PAL_KIN,JARVIS,COMMENT_RANGE,TROPHICLEVEL,LENGTH_CONVERSION_FACTOR,CREATE_DTM,CREATED_BY,LAST_MOD_DTM,LAST_MOD_BY,FISHBASE_,GENERA_SAMOA_BOOKLET,KINGDOM,GENUS,TAXONOMIC_NOTES,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,HYBRID,VARIANT,SCIENTIFIC_NAME,TIMOR
6244,MUCE,Mugil cephalus,,Flathead mullet,Mugilidae,Mugiliformes,Actinopterygii,Chordata,Rare_Families,Mullet,0.01085,3.0885,FL,,0.94,Pk,LowCarn,PLANKTIVORE,-1,0,0,normal,182,0,48.5,,20,6,Kulbicki 2005,Mugil_cephalus,,0,0,0,0,-1,0,0,0,,2.1,0.94,,,4/30/2014 2:43 PM,TKANEMURA,Mugil cephalus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=785#,Mugil,Animalia,Mugil,,126983,"Linnaeus, 1758",Species,"Bailly, N. (2011). Mugil cephalus Linnaeus, 1758. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=126983 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Mugiliformes (Order) > Mugilidae (Family) > Mugil (Genus) > Mugil cephalus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126983,,,Mugil cephalus,0
6226,LUWH,Luzonichthys whitleyi,,Whitley's splitfin,Serranidae,Perciformes,Actinopterygii,Chordata,Anthias,Anthias,0.00959,3,TL,1,,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,6,4,2100,,FB value for PSPA,Luzonichthys_whitleyi,142-3,0,0,0,-1,0,-1,0,-1,Range extension to Samoa by CRED (DPB+KOB),,1,,,4/30/2014 2:43 PM,TKANEMURA,Luzonichthys whitleyi#http://Luzonichthys whitleyi#,Luzonichthys,Animalia,Luzonichthys,,276714,"(Smith, 1955)",Species,"Bailly, N. (2010). Luzonichthys whitleyi (Smith, 1955). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=276714 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Serranidae (Family) > Luzonichthys (Genus) > Luzonichthys whitleyi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276714,,,Luzonichthys whitleyi,-1
6246,MUMI,Mulloidichthys mimicus,,Mimic goatfish,Mullidae,Perciformes,Actinopterygii,Chordata,Goatfish,Goatfish,0.0074,3.293,FL,0.88,0.92,MI,LowCarn,SECONDARY,-1,-1,0,,,,30,20,50,,Kulbicki Mulloides mean,Mulloidichthys_mimicus,396-5,0,0,0,0,-1,-1,-1,-1,,,0.92,,,4/30/2014 2:43 PM,TKANEMURA,Mulloidichthys mimicus#http://www.fishbase.org/Summary/speciesSummary.php?ID=25437&genusname=Mulloidichthys&speciesname=mimicus#,Mulloidichthys,Animalia,Mulloidichthys,,218652,"Randall & Guézé, 1980",Species,"Bailly, N. (2010). Mulloidichthys mimicus Randall & Guézé, 1980. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218652 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Mullidae (Family) > Mulloidichthys (Genus) > Mulloidichthys mimicus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218652,,,Mulloidichthys mimicus,0
6250,MYAM,Myripristis amaena,,Brick soldierfish,Holocentridae,Beryciformes,Actinopterygii,Chordata,Soldierfish,Soldierfish,0.01576,3.26114,FL,0.88,0.89,Pk,LowCarn,PLANKTIVORE,-1,-1,0,normal,22,0,32,16,25,5,Kulbicki 2005,Myripristis_amaena,240-5,-1,-1,-1,-1,-1,-1,-1,-1,Implied for How&Bak. Need confirmation that it's not earlei.,3.6,0.89,,,4/30/2014 2:43 PM,TKANEMURA,Myripristis amaena #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7773#,Myripristis,Animalia,Myripristis,,276190,"(Castelnau, 1873)",Species,"Bailly, N. (2010). Myripristis amaena (Castelnau, 1873). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=276190 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Beryciformes (Order) > Holocentridae (Family) > Myripristis (Genus) > Myripristis amaena (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276190,,,Myripristis amaena,0
6252,MYCH,Myripristis chryseres,,Yellowfin soldierfish,Holocentridae,Beryciformes,Actinopterygii,Chordata,Soldierfish,Soldierfish,0.0276,3.03,FL,,0.9,Pk,LowCarn,PLANKTIVORE,-1,-1,0,,,,25,14,25,,Kulbicki Myripristis mean,Myripristis_chryseres,239-6,0,0,0,0,-1,0,0,0,,4,0.9,,,4/30/2014 2:43 PM,TKANEMURA,Myripristis chryseres #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=12596#,Myripristis,Animalia,Myripristis,,217920,"Jordan & Evermann, 1903",Species,"Bailly, N. (2010). Myripristis chryseres Jordan & Evermann, 1903. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217920 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Beryciformes (Order) > Holocentridae (Family) > Myripristis (Genus) > Myripristis chryseres (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217920,,,Myripristis chryseres,0
6254,MYKU,Myripristis kuntee,,Shoulderbar soldierfish,Holocentridae,Beryciformes,Actinopterygii,Chordata,Soldierfish,Soldierfish,0.00991,3.46765,FL,,0.88,Pk,LowCarn,PLANKTIVORE,-1,-1,0,normal,81,0,23,15,25,13,Kulbicki 2005,Myripristis_kuntee,240-1,-1,-1,-1,-1,-1,-1,-1,-1,,3.3,0.88,,,10/9/2018 10:09 AM,GISDAT,Myripristis kuntee #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7306#,Myripristis,Animalia,Myripristis,,217915,"Valenciennes, 1831",Species,"Bailly, N. (2010). Myripristis kuntee Valenciennes, 1831. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217915 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Beryciformes (Order) > Holocentridae (Family) > Myripristis (Genus) > Myripristis kuntee (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217915,,,Myripristis kuntee,-1
6100,FUNE,Fusigobius neophytus,,Common fusegoby,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0096,3.0187,?,,,MI,LowCarn,SECONDARY,-1,0,0,,,,7.5,,,,FB mean for family,,321-06,0,-1,-1,-1,-1,0,-1,0,,2.6,1,,,4/30/2014 2:43 PM,TKANEMURA,Fusigobius neophytus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7215#,,Animalia,Fusigobius,,219467,"(Günther, 1877)",Species,"Bailly, N. (2010). Fusigobius neophytus (Günther, 1877). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219467 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Fusigobius (Genus) > Fusigobius neophytus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219467,,,Fusigobius neophytus,-1
6113,GOOK,Gobiodon okinawae,,Okinawa goby,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0264,2.623,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,3.5,,10,,Kulbicki Gobiidae mean,Gobiodon_okinawae,,0,0,0,0,0,0,0,0,,3.2,1,,,4/30/2014 2:43 PM,TKANEMURA,Gobiodon okinawae #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=7217#,,Animalia,Gobiodon,,276931,"Sawada, Arai & Abe, 1972",Species,"Bailly, N. (2010). Gobiodon okinawae. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=276931 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Gobiodon (Genus) > Gobiodon okinawae (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276931,,,Gobiodon okinawae,0
6115,GOVA,Gomphosus varius,,Bird wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.02437,2.70269,FL,0.9,1,MI,LowCarn,SECONDARY,-1,-1,0,odd,22,0,32,8,20,8,Kulbicki 2005,Gomphosus_varius,209-1,-1,-1,-1,-1,-1,-1,-1,-1,,3.6,1,,,4/30/2014 2:43 PM,TKANEMURA,Gomphosus varius #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5626#,Gomphosus,Animalia,Gomphosus,,218975,"Lacepède, 1801",Species,"Bailly, N. (2010). Gomphosus varius Lacepède, 1801. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218975 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Gomphosus (Genus) > Gomphosus varius (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218975,,,Gomphosus varius,-1
6117,GRAL,Gracila albomarginata,,Masked grouper,Serranidae,Perciformes,Actinopterygii,Chordata,Grouper,Grouper,0.0152,3.0063,TL,1,,Pisc,Pisc,PISCIVORE,-1,-1,-1,,,,50,32,4,,,Gracila_albomarginata,157-2,0,0,-1,-1,0,-1,-1,-1,,4.2,1,,,4/30/2014 2:43 PM,TKANEMURA,Gracila albomarginata #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=6477#,Gracila,Animalia,Gracila,,218255,"(Fowler & Bean, 1930)",Species,"Bailly, N. (2010). Gracila albomarginata (Fowler & Bean, 1930). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218255 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Serranidae (Family) > Gracila (Genus) > Gracila albomarginata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218255,,,Gracila albomarginata,-1
6121,GRTU,Chelonia mydas,,Green turtle,Cheloniidae,Testudines,Sauropsida,Chordata,Rare_Families,Turtle,0,0,,,,H,Herb,PRIMARY,-1,0,-1,,,,999,,5,,Turtle,Chelonia_mydas,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,,Animalia,Chelonia,WoRMS class: Reptilia,137206,"(Linnaeus, 1758)",Species,"Uetz, P. (2011). Chelonia mydas (Linnaeus, 1758). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=137206 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Tetrapoda (Superclass) > Reptilia (Class) > Testudines (Order) > Cryptodira (Suborder) > Cheloniidae (Family) > Chelonia (Genus) > Chelonia mydas (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=137206,,,Chelonia mydas,-1
6123,GYBR,Gymnothorax breedeni,,Blackcheek moray,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Rare_Families,Moray,0.0005,3.303,FL,1,1,Pisc,Pisc,PISCIVORE,-1,0,-1,,,,75,67,2,,Kulbicki Gymnothorax mean,Gymnothorax_breedeni,437-1,0,0,0,0,0,-1,0,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Gymnothorax breedeni#http://www.fishbase.org/Summary/speciesSummary.php?ID=7881&genusname=Gymnothorax&speciesname=breedeni#,Gymnothorax,Animalia,Gymnothorax,,217480,"McCosker & Randall, 1977",Species,"Bailly, N. (2010). Gymnothorax breedeni McCosker & Randall, 1977. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217480 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Anguilliformes (Order) > Muraenidae (Family) > Gymnothorax (Genus) > Gymnothorax breedeni (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217480,,,Gymnothorax breedeni,0
6124,GYEU,Gymnothorax eurostus,,Abbott's moray eel,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Rare_Families,Moray,0.0005,3.303,FL,,1,MI,LowCarn,SECONDARY,-1,0,-1,,,,60,37,2,,Kulbicki Gymnothorax mean,Gymnothorax_eurostus,,-1,0,0,0,-1,0,0,0,,4.1,1,,,4/30/2014 2:43 PM,TKANEMURA,Gymnothorax eurostus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=6662#,Gymnothorax,Animalia,Gymnothorax,,217496,"(Abbott, 1860)",Species,"Bailly, N. (2010). Gymnothorax eurostus (Abbott, 1860). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217496 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Anguilliformes (Order) > Muraenidae (Family) > Gymnothorax (Genus) > Gymnothorax eurostus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217496,,,Gymnothorax eurostus,0
6126,GYJA,Gymnothorax javanicus,,Giant moray,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Rare_Families,Moray,0.0005,3.303,TL,1,,Pisc,Pisc,PISCIVORE,-1,0,-1,,,,300,114,4,,Kulbicki Gymnothorax mean,Gymnothorax_javanicus,439-4,-1,-1,-1,-1,-1,-1,-1,-1,,3.9,1,,,4/30/2014 2:43 PM,TKANEMURA,Gymnothorax javanicus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=6380#,Gymnothorax,Animalia,Gymnothorax,,217502,"(Bleeker, 1859)",Species,"Bailly, N. (2010). Gymnothorax javanicus (Bleeker, 1859). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217502 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Anguilliformes (Order) > Muraenidae (Family) > Gymnothorax (Genus) > Gymnothorax javanicus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217502,,,Gymnothorax javanicus,-1
6128,GYMT,Gymnothorax melatremus,,Dwarf moray,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Moray,Moray,0.0013,3,TL,,,MI,LowCarn,SECONDARY,-1,0,0,,,,26,,5,,,,,0,0,0,0,-1,0,0,0,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Gymnothorax melatremus#http://www.fishbase.org/Summary/speciesSummary.php?ID=7284&genusname=Gymnothorax&speciesname=melatremus#,Gymnothorax,Animalia,Gymnothorax,,217481,"Schultz, 1953",Species,"Bailly, N. (2010). Gymnothorax melatremus Schultz, 1953. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217481 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Anguilliformes (Order) > Muraenidae (Family) > Gymnothorax (Genus) > Gymnothorax melatremus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217481,,,Gymnothorax melatremus,0
6129,GYPI,Gymnothorax picta,,Peppered moray,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Rare_Families,Moray,0.0047,2.614,FL,,1,Pisc,Pisc,PISCIVORE,-1,0,-1,,,,120,,2,,Kulbicki Muraenidae mean,Sideria_picta,,0,0,0,0,0,0,0,0,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Gymnothorax picta#http://www.fishbase.org/Summary/speciesSummary.php?ID=6395&genusname=Gymnothorax&speciesname=pictus#,Gymnothorax,Animalia,Gymnothorax,,,"(Ahl, 1789)",Species,"Bailly, N. (2010). Gymnothorax picta (Ahl, 1789). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=399873 on 2011-07-26",,,,,,0
6131,GYSP,Gymnothorax sp,,,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Rare_Families,Moray,0.00052,3.30314,FL,,1,Pisc,Pisc,PISCIVORE,0,0,-1,elongated,99,0,300,60,2,20,Kulbicki 2005,Gymnothorax_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,Gymnothorax,Animalia,Gymnothorax,,,,Genus,,,,,,,-1
6134,GYUN,Gymnothorax undulatus,,Undulated moray,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Rare_Families,Moray,0.0016,3,TL,1,,Pisc,Pisc,PISCIVORE,-1,0,-1,,,,150,76,6,,Kulbicki,Gymnothorax_undulatus,440-6,-1,-1,-1,-1,-1,-1,-1,0,,4.3,1,,,4/30/2014 2:43 PM,TKANEMURA,Gymnothorax undulatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=4905#,Gymnothorax,Animalia,Gymnothorax,,217508,"(Lacepède, 1803)",Species,"Bailly, N. (2010). Gymnothorax undulatus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=217508 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Anguilliformes (Order) > Muraenidae (Family) > Gymnothorax (Genus) > Gymnothorax undulatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217508,,,Gymnothorax undulatus,-1
6137,HACH,Halichoeres chrysus,,Canary wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.016,2.987,FL,,1,MI,LowCarn,SECONDARY,-1,0,0,,,,12,,20,,Kulbicki Halichoeres mean,Halichoeres_chrysus,,0,0,-1,0,0,0,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Halichoeres chrysus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=4855#,Halichoeres,Animalia,Halichoeres,,275759,"Randall, 1981",Species,"Bailly, N. (2010). Halichoeres chrysus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=275759 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Halichoeres (Genus) > Halichoeres chrysus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=275759,,,Halichoeres chrysus,-1
6140,HAMA,Halichoeres marginatus,,Dusky wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.013,3,TL,1,,MI,LowCarn,SECONDARY,-1,0,0,,,,18,7,20,,FB,Halichoeres_marginatus,217-5,0,0,-1,-1,-1,0,0,0,,3.3,1,,,4/30/2014 2:43 PM,TKANEMURA,Halichoeres marginatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5631#,Halichoeres,Animalia,Halichoeres,,218991,"Rüppell, 1835",Species,"Bailly, N. (2010). Halichoeres marginatus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218991 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Halichoeres (Genus) > Halichoeres marginatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218991,,,Halichoeres marginatus,-1
6142,HAML,Halichoeres melanurus,,Tail-spot wrasse,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.00931,3.2615,FL,1,1,MI,LowCarn,SECONDARY,-1,0,0,normal,26,0,14,6,20,19,Kulbicki 2005,Halichoeres_melanurus,213-1,0,0,0,-1,0,0,0,0,,3.2,1,,,4/30/2014 2:43 PM,TKANEMURA,Halichoeres melanurus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=4858#,Halichoeres,Animalia,Halichoeres,,275776,"(Bleeker, 1851)",Species,"Bailly, N. (2010). Halichoeres melanurus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=275776 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Halichoeres (Genus) > Halichoeres melanurus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=275776,,,Halichoeres melanurus,-1
6143,HAMM,Sphyrnidae,,Hammerhead species,Sphyrnidae,Carcharhiniformes,Chondrichthyes,Chordata,Shark,Hammerhead,0.0042,3.239,FL,,0.77,Pisc,Pisc,PISCIVORE,0,-1,-1,,,,600,,5,,Kulbicki Sphyrna lewini,Sphyrnid_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,0.77,,,4/30/2014 2:43 PM,TKANEMURA,Sphyrnidae sp#http://Sphyrnidae sp#,Sphyrnidae,Animalia,,,,"Gill, 1872",Family,WoRMS (2011). Sphyrnidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=105694 on 2011-07-26,,,,,,-1
6098,FOLO,Forcipiger longirostris,,Longnose butterflyfish,Chaetodontidae,Perciformes,Actinopterygii,Chordata,Butterflyfish,Butterflyfish,0.0138,3,TL,1,,MI,LowCarn,SECONDARY,-1,0,0,,,,22,14,10,,FB,Forcipiger_longirostris,030-1,0,-1,-1,-1,-1,-1,-1,0,,3.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Forcipiger longirostris #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5585#,Forcipiger,Animalia,Forcipiger,,218759,"(Broussonet, 1782)",Species,"Bailly, N. (2010). Forcipiger longirostris (Broussonet, 1782). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218759 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Chaetodontidae (Family) > Forcipiger (Genus) > Forcipiger longirostris (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218759,,,Forcipiger longirostris,-1
6099,FUDU,Fusigobius duospilus,,Barenape goby,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0096,3.0187,?,,,MI,LowCarn,SECONDARY,-1,0,0,,,,6,,,,FB mean for family,,321-05,0,-1,-1,-1,-1,0,0,0,In Samoa according to DPB.,3.2,1,,,4/30/2014 2:43 PM,TKANEMURA,Fusigobius duospilus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=17056#,,Animalia,Fusigobius,,278766,"Hoese & Reader, 1985",Species,"Bailly, N. (2010). Fusigobius duospilus Hoese & Reader, 1985. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278766 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Fusigobius (Genus) > Fusigobius duospilus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278766,,,Fusigobius duospilus,-1
6101,FUSI,Caesionidae,,,Caesionidae,Perciformes,Actinopterygii,Chordata,Fusilier,Fusilier,0.0112,3,TL,1,,Pk,LowCarn,PLANKTIVORE,0,0,0,,,,31.5,14,50,,FB value for PTTI,Caesionid_sp,,0,-1,-1,-1,0,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Caesionid sp#http://Caesionid sp#,Caesionidae,Animalia,,,,,Family,WoRMS (2010). Caesionidae. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=151454 on 2011-07-26,,,,,,-1
